date,Baseline,Enhanced
2023-05-26,128631.96939959767,138271.91475105975
2023-05-29,129565.94028366238,139292.46227437133
2023-05-30,130451.19381768741,140249.36320681215
2023-05-31,129976.7796119386,139745.8515673631
2023-06-01,130517.33649012285,140322.98618324957
2023-06-02,131015.10623956782,140860.49418383156
2023-06-05,130688.87734566249,140511.04268996182
2023-06-06,131163.87337230062,141022.20282402707
2023-06-07,131266.69250505095,141130.5952071138
2023-06-08,133237.26574844786,143255.13915407722
2023-06-09,133468.1998424236,143503.9316492335
2023-06-12,134622.38002128754,144746.64591338826
2023-06-13,132389.8291025884,142348.49498272658
2023-06-14,132541.9178696685,142510.54811089952
2023-06-15,132288.32375632046,142237.73482344358
2023-06-16,131713.46945967458,141620.2857410487
2023-06-19,131777.3379535734,141686.57433492734
2023-06-20,132425.2041024434,142381.21298547936
2023-06-21,132342.92938437563,142289.32464278565
2023-06-22,131324.4897563897,141198.31668673246
2023-06-23,132234.02477881068,142178.1941809542
2023-06-26,132883.31235721166,142877.85592968468
2023-06-27,132477.46024779204,142438.3520706771
2023-06-28,132544.86822538878,142508.75596776587
2023-06-29,133440.76081344177,143472.90363673746
2023-06-30,134348.60753756657,144452.30954337292
2023-07-03,136541.23088538274,146807.55553575308
2023-07-04,137536.9870151167,147879.80450795658
2023-07-05,135921.9412172268,146142.9763551734
2023-07-06,136706.92585378524,146989.181387733
2023-07-07,136302.8267654097,146553.2733495721
2023-07-10,134534.704246069,144650.46733042292
2023-07-11,133941.0798402181,144016.1159764545
2023-07-12,135362.05243914647,145542.36309506453
2023-07-13,135446.56106167694,145631.85088729704
2023-07-14,134696.96905301526,144830.2194163116
2023-07-17,134157.91585730654,144253.44167014927
2023-07-18,134002.97129890707,144087.89784861088
2023-07-19,133623.90737913284,143683.05117656616
2023-07-20,133577.65184544312,143630.79517957073
2023-07-21,133694.10951424527,143758.26640922343
2023-07-24,135463.69950733735,145655.13119220853
2023-07-25,134853.28106886253,145006.5893483616
2023-07-26,135796.29889865094,146024.64559035472
2023-07-27,135988.4222086204,146227.17226423707
2023-07-28,134565.5535483701,144694.04075183865
2023-07-31,133676.9465289304,143737.5089461562
2023-08-01,133833.08881945713,143906.1139680418
2023-08-02,132706.33874351488,142694.80048537249
2023-08-03,132329.79824711944,142293.17456007592
2023-08-04,134262.526425173,144370.5362520321
2023-08-07,134280.83107037452,144390.0180886582
2023-08-08,134525.77647337448,144654.61358063272
2023-08-09,133199.13695645408,143228.27601407634
2023-08-10,133326.70796646926,143369.4938962966
2023-08-11,132696.91050825326,142691.94762092855
2023-08-14,133145.12374853247,143176.7882260907
2023-08-15,133655.5594513929,143729.445838204
2023-08-16,133580.6519499383,143643.29991870368
2023-08-17,132480.78184726453,142461.27580277747
2023-08-18,132973.48731536992,142993.1297810983
2023-08-21,134541.2792402038,144679.16086947746
2023-08-22,134597.21078534253,144737.64512060038
2023-08-23,133964.5307076722,144055.87333854087
2023-08-24,133971.25112967915,144066.1003593519
2023-08-25,133394.66317155576,143447.4568601412
2023-08-28,133993.563261498,144088.39983871562
2023-08-29,134993.25033776797,145157.69583661298
2023-08-30,135214.4283313501,145397.11671904946
2023-08-31,135195.15752558009,145379.30893797672
2023-09-01,134448.8293090471,144578.30089160736
2023-09-04,134911.8649616969,145076.7651019138
2023-09-05,135487.4089957946,145694.8102675088
2023-09-06,134442.20269656528,144571.3965387221
2023-09-07,135241.32515729824,145430.0015557415
2023-09-08,135148.34604403438,145330.82571584388
2023-09-11,135370.12794014998,145570.84539422113
2023-09-12,135015.7924584621,145189.32620679104
2023-09-13,135581.49982802058,145797.39476087334
2023-09-14,135916.51700218732,146156.32817622065
2023-09-15,136782.31065985144,147086.91323309432
2023-09-18,137317.70899496073,147662.6878744965
2023-09-19,137106.00179095677,147434.63331988928
2023-09-20,137175.9579285455,147511.10409082516
2023-09-21,136144.8045666409,146403.7080635087
2023-09-22,137656.94664943923,148030.64584635125
2023-09-25,137980.7048086918,148377.73753761462
2023-09-26,137629.57416129045,148001.29347366278
2023-09-27,135405.5023633708,145607.82551447029
2023-09-28,134004.4695326119,144101.46811075244
2023-09-29,131957.09702928647,141900.10402718786
2023-10-02,131893.1023709434,141831.3525713786
2023-10-03,132545.54223141275,142532.07247834446
2023-10-04,133807.34479216413,143888.67603764264
2023-10-05,133886.49906119882,143974.2243154398
2023-10-06,133927.54416850227,144018.78259115783
2023-10-09,133585.7976681731,143651.85849732248
2023-10-10,134285.31388489818,144404.95762345093
2023-10-11,133423.6653958315,143479.45796231684
2023-10-12,133862.95950328058,143950.78578098214
2023-10-13,133932.43838875793,144026.25929569977
2023-10-16,134559.14813111484,144700.110841456
2023-10-17,135046.70779232617,145223.68002138927
2023-10-18,135237.41272012482,145428.81417486863
2023-10-19,134092.15658170872,144197.52065111257
2023-10-20,134521.20269299194,144659.01827610165
2023-10-23,134181.28658711788,144294.34679560826
2023-10-24,134152.7150556982,144264.27954955763
2023-10-25,132635.5963145985,142632.91230462395
2023-10-26,133600.24588385742,143669.9658215756
2023-10-27,134931.68901106733,145102.2372058192
2023-10-30,134317.72863302846,144441.94553466013
2023-10-31,133294.06448037468,143341.97454109346
2023-11-01,134866.284594115,145205.94888356086
2023-11-02,135437.56036773988,146080.47981325033
2023-11-03,134884.84831029427,145716.8488986506
2023-11-06,135006.06501370962,146613.61138522264
2023-11-07,136093.74900019576,147953.43270680457
2023-11-08,136520.14874524545,148051.8285543152
2023-11-09,137858.73556773824,148670.39022319374
2023-11-10,137331.58807429488,148438.98809087783
2023-11-13,139665.3098882572,150510.3653584902
2023-11-14,139598.14600213466,150594.90328592967
2023-11-15,140076.0844163016,150853.24199335452
2023-11-16,140768.24182143895,151738.761334699
2023-11-17,140754.27488147726,151965.61479529462
2023-11-20,140018.53623469008,150747.9365710969
2023-11-21,141343.428841544,152142.70226845914
2023-11-22,141418.0398478578,152296.16084794543
2023-11-23,141403.97249269747,151901.05344068608
2023-11-24,141262.54300820644,152070.5626358078
2023-11-27,140774.8868281468,151665.22445741904
2023-11-28,140912.37143190694,152199.106266304
2023-11-29,142494.63041666,153886.38550076936
2023-11-30,141293.33912799144,152415.67001392652
2023-12-01,141072.54918121308,152169.20541932085
2023-12-04,142414.3898636833,153670.79427256636
2023-12-05,143072.75186069787,154434.88259226465
2023-12-06,143630.80613867368,155033.37123519898
2023-12-07,143686.7985177275,155093.34911277285
2023-12-08,143667.50732649738,155018.62505723996
2023-12-11,143053.48081513034,154354.42686928343
2023-12-12,143177.0958229506,154512.0994709105
2023-12-13,143863.06645092877,155271.9410455562
2023-12-14,142594.27754456384,153904.29688544592
2023-12-15,141953.05167089487,153222.11783287255
2023-12-18,141131.1367951967,152348.77734086986
2023-12-19,140869.8234771273,152038.20102689022
2023-12-20,142459.84914816497,153799.02668054562
2023-12-21,142625.00810317145,153979.99815993494
2023-12-22,142303.16769576023,153636.15861677332
2023-12-25,143006.6077208235,154379.586806227
2023-12-26,142476.04919389193,153743.0920270153
2023-12-27,143695.92353224393,155119.85106657507
2023-12-28,143489.78208298996,154875.53539619653
2023-12-29,143647.27169040515,155030.81856832516
2024-01-01,143390.0580859584,154781.83675131074
2024-01-02,143900.63252209921,155316.85774061718
2024-01-03,144702.84871377278,156234.53608616034
2024-01-04,144954.65346747788,156539.5868727932
2024-01-05,143511.84503064706,154993.84245211104
2024-01-08,144321.08238047396,155834.1957721571
2024-01-09,146061.05727409796,157775.26064040783
2024-01-10,144894.62780763028,156524.08986481882
2024-01-11,144045.65519671844,155602.40817681907
2024-01-12,145400.8158775893,157077.1070096939
2024-01-15,144457.52872263317,155996.64834502034
2024-01-16,146403.4312391639,158103.25547472632
2024-01-17,146666.50255861305,158340.54590330677
2024-01-18,146423.92252669198,158029.11139092923
2024-01-19,146192.7184423764,157739.41638649223
2024-01-22,145665.41457494258,157220.31092656564
2024-01-23,144366.283333923,155793.75308841682
2024-01-24,144556.90598772085,156067.99500466805
2024-01-25,144032.28315229792,155447.60296750296
2024-01-26,143527.664724811,154857.60057242418
2024-01-29,142335.43676613763,153513.039505692
2024-01-30,141031.46181638204,152149.80595297326
2024-01-31,140756.82912159082,151834.18811280048
2024-02-01,140676.57616241905,151948.49989298376
2024-02-02,141836.75687676857,153100.8048814701
2024-02-05,142193.635650103,153666.73413198846
2024-02-06,143469.26783240825,154640.45683558114
2024-02-07,145754.25977508543,156273.53274845003
2024-02-08,146908.38936019555,157522.36936643955
2024-02-09,145552.68367215642,156569.05297750013
2024-02-12,144354.60095160658,155780.41274927842
2024-02-13,146135.65299975555,157789.4676639638
2024-02-14,144860.5274596671,156483.7841128633
2024-02-15,144203.76463217547,156834.66734348098
2024-02-16,144753.22887155536,157390.78794644505
2024-02-19,146238.47849715833,159405.5408372993
2024-02-20,145052.9517932056,158072.63651229523
2024-02-21,144507.79522048312,157902.03150251578
2024-02-22,144532.51488511046,158263.3365478266
2024-02-23,143668.63008074637,158018.15504357225
2024-02-26,146204.3062357498,160832.67002215155
2024-02-27,146235.9616361906,160814.86800665836
2024-02-28,146775.99543008555,161922.73186669982
2024-02-29,146739.85963648633,162017.76216097886
2024-03-01,145057.52907312365,160029.98178068412
2024-03-04,145495.39052023893,160787.29998684025
2024-03-05,146308.31744944063,161741.95132181194
2024-03-06,146248.20678986842,161546.4330724965
2024-03-07,147228.54989610778,162146.8482284799
2024-03-08,147271.62310105443,162425.3803285298
2024-03-11,146210.0331469387,161140.4567658605
2024-03-12,146605.40824368875,161332.62547531456
2024-03-13,148657.54903387366,163220.20662020834
2024-03-14,149280.84757570594,163006.91941365122
2024-03-15,148002.7804794621,161842.22331923462
2024-03-18,148370.17297157328,161954.8433937842
2024-03-19,148175.04436200933,162166.97097456214
2024-03-20,148386.46345782236,161995.9680867809
2024-03-21,146330.35158924037,159978.1596472907
2024-03-22,148501.65997019332,162299.24091507102
2024-03-25,147732.86442223485,160716.48075796623
2024-03-26,149298.6671981724,162407.3166362401
2024-03-27,149638.63630987526,163392.551488611
2024-03-28,150139.4785958017,164511.6845732318
2024-03-29,149700.63828390415,163764.54747110448
2024-04-01,149636.37339778914,163153.32699799503
2024-04-02,152611.1477461865,166176.99615110364
2024-04-03,152645.70171885748,165497.42036318005
2024-04-04,151643.52904240444,165011.04857187305
2024-04-05,152073.22673827645,165593.6645407556
2024-04-08,153257.97928044398,166920.144459217
2024-04-09,153355.83065983196,166784.43804892644
2024-04-10,153031.55522255742,166709.62265749768
2024-04-11,156214.16003135027,169914.6579357396
2024-04-12,156597.58732301826,170610.70738546763
2024-04-15,156315.54533167952,169958.88272553627
2024-04-16,156409.7708838712,169977.43812503325
2024-04-17,157673.19965083335,171766.28059026934
2024-04-18,159561.10343119633,173921.96160275614
2024-04-19,158474.35663943453,172744.72465418052
2024-04-22,159050.50234861387,173522.378460508
2024-04-23,160917.0445036806,175378.23258527077
2024-04-24,160640.8949734476,175075.27475200695
2024-04-25,160186.51553762142,174696.53339341548
2024-04-26,160342.45434673093,174485.56020207074
2024-04-29,159519.82814938322,173949.25615143147
2024-04-30,160004.18055465037,174427.81275960873
2024-05-01,161852.5336744372,176351.70454211993
2024-05-02,161222.1736822024,175668.46333518
2024-05-03,161816.0626203369,176355.8617722114
2024-05-06,162930.80502997938,177589.51698746518
2024-05-07,161777.77746988417,176317.38793357107
2024-05-08,163077.42027950136,177746.1459700201
2024-05-09,164129.01955732476,178818.48461264212
2024-05-10,163324.89087247214,177956.52085238256
2024-05-13,163103.7822694835,177786.11958066202
2024-05-14,161444.10032357826,175941.89614194544
2024-05-15,161183.26045797687,175612.99782426734
2024-05-16,163196.56766654368,177827.26164261636
2024-05-17,163172.5146375093,177848.74117226453
2024-05-20,163867.42897433994,178581.6345993619
2024-05-21,163535.46314920968,178182.4133420913
2024-05-22,163650.0596590578,178223.66111585603
2024-05-23,163515.42558527732,178087.8666925224
2024-05-24,161921.5321460965,176426.0310832375
2024-05-27,161959.53511318623,176484.83253580207
2024-05-28,161485.1317575264,175976.5551697559
2024-05-29,160515.7753501496,174926.48931641836
2024-05-30,158943.89206315763,173200.06224284635
2024-05-31,159931.2644420825,174252.18999790482
2024-06-03,159612.68922020012,173901.15338405088
2024-06-04,160425.15960089344,174780.65745779275
2024-06-05,160923.3099647905,175317.11999556926
2024-06-06,158973.66719513523,173195.9133046686
2024-06-07,160850.69730775975,175227.45718323492
2024-06-10,160703.8571229018,175070.07837660544
2024-06-11,160825.28011189512,175199.4054640673
2024-06-12,159837.9254081001,174130.98819291446
2024-06-13,160250.286979072,174577.70327644833
2024-06-14,160579.34965049586,174942.6001277197
2024-06-17,159824.02128694567,174119.86901614984
2024-06-18,161409.02637203707,175847.75240618
2024-06-19,163769.9017254463,178408.92597334075
2024-06-20,165427.54466713977,180202.70896360654
2024-06-21,167802.0779226209,182790.24821695703
2024-06-24,165696.12701412826,180503.13208919985
2024-06-25,167395.85218181738,182353.96311609587
2024-06-26,169400.36136645213,184534.19958659192
2024-06-27,171001.70938343348,186272.218529002
2024-06-28,172763.10057944927,188182.70233600703
2024-07-01,170816.28211862248,186070.75678384423
2024-07-02,170524.70892866343,185750.8502150429
2024-07-03,168500.46298426497,183546.14445176587
2024-07-04,167175.43917812075,182098.51053503712
2024-07-05,167624.40996863923,182573.84713954796
2024-07-08,168519.50943121425,183556.41290506424
2024-07-09,168095.63659486294,183097.8997926826
2024-07-10,169162.09543825683,184254.51613335477
2024-07-11,171038.2220586033,186293.25988396778
2024-07-12,168430.99609139425,183449.98320386923
2024-07-15,167618.13389154096,182569.12069822327
2024-07-16,168336.18315235173,183356.54243308707
2024-07-17,168732.1491820897,183791.11743204287
2024-07-18,167546.8359612974,182507.56108601938
2024-07-19,167680.0612820686,182656.60035224998
2024-07-22,169203.52079285172,184301.39086215256
2024-07-23,169459.6762756175,184584.52112756806
2024-07-24,169636.6252240701,184769.82986543566
2024-07-25,168942.8940801269,184018.13138068403
2024-07-26,169190.67184799694,184283.7565406068
2024-07-29,170136.15952536388,185306.06716487696
2024-07-30,170530.67552961718,185734.86484843775
2024-07-31,170692.39862717333,185906.12663762073
2024-08-01,171012.02774178277,186247.8355539568
2024-08-02,173138.92862037878,188564.1236911539
2024-08-05,173292.40790449618,188733.22858693555
2024-08-06,174190.77843418356,189709.23899934802
2024-08-07,175020.0942958281,190611.91438575392
2024-08-08,175224.16092924823,190821.35624722444
2024-08-09,177528.2674974583,193320.31828573527
2024-08-12,175706.99963025923,191348.5268056783
2024-08-13,175290.634556544,190897.84328420938
2024-08-14,175564.24527297664,191191.59360782593
2024-08-15,174584.76187870983,190120.63566936832
2024-08-16,175155.30529531892,190740.33089171737
2024-08-19,174392.17639145814,189913.39310418005
2024-08-20,176451.0750827444,192146.9940055595
2024-08-21,175666.62851509548,191291.68842705918
2024-08-22,175956.03909693693,191609.05036866418
2024-08-23,176160.18315921864,191842.51009237685
2024-08-26,177331.56085107833,193109.33389416322
2024-08-27,175949.46277735208,191614.42910337317
2024-08-28,175897.48244268866,191554.45631014532
2024-08-29,176932.0717374546,192664.87699827857
2024-08-30,177996.84664772527,193817.12606901
2024-09-02,177000.94435241542,192734.6869689533
2024-09-03,179402.2705677497,195339.99357007715
2024-09-04,180562.82102908439,196607.13721444816
2024-09-05,181037.76757038254,197120.78869620975
2024-09-06,180169.9576782277,196167.96942401343
2024-09-09,179847.4377770337,195808.72683334275
2024-09-10,179163.34616026838,195067.239292458
2024-09-11,179033.94462411146,194925.17629307206
2024-09-12,178684.72298932233,194546.08537910553
2024-09-13,178371.26111696239,194204.66396330384
2024-09-16,177372.12907533682,193116.9230533248
2024-09-17,178238.73529192232,194059.82366096386
2024-09-18,176942.5277383738,192657.60697099072
2024-09-19,176403.9499522779,192068.8024255515
2024-09-20,177017.69143465822,192735.69257947055
2024-09-23,177552.05952434638,193309.72576325777
2024-09-24,177657.67908695043,193432.74841828644
2024-09-25,176689.0970248838,192380.4060656639
2024-09-26,177058.00513894696,192781.57437380153
2024-09-27,177185.42963171552,192923.64323125267
2024-09-30,177429.5885718001,193192.60544710094
2024-10-01,179869.86129031345,194774.30045149647
2024-10-02,178981.87043778182,193211.6177708484
2024-10-03,179238.11670585725,193985.58785176757
2024-10-04,180003.01513085252,194793.43288151766
2024-10-07,179942.18693199827,194162.63683563465
2024-10-08,180729.9168966268,194110.89982360188
2024-10-09,180171.21401174806,194248.0128151662
2024-10-10,178331.28227920702,193005.26764431383
2024-10-11,177188.76226915093,191159.15564883998
2024-10-14,178373.1748583184,191784.54904553923
2024-10-15,179227.6432107637,193383.60736597254
2024-10-16,180535.47910856473,194428.34617881
2024-10-17,180565.3511358481,195654.5788972128
2024-10-18,179762.50473617116,194695.0224302251
2024-10-21,178956.75232909305,193947.16341846023
2024-10-22,178894.58498567116,193177.83206573088
2024-10-23,177088.1718493882,191708.21586908412
2024-10-24,177444.30332086288,192110.49031331282
2024-10-25,176728.36163427462,191426.09037807118
2024-10-28,176918.38428329764,191341.58772031264
2024-10-29,176522.58536884483,191283.3378890398
2024-10-30,178121.57572288226,193012.0686732919
2024-10-31,177118.45606833958,192199.27343031715
2024-11-01,175667.16749848673,192089.45735456047
2024-11-04,176009.91534006625,192444.95791846706
2024-11-05,177571.1864525021,192796.87844481636
2024-11-06,176945.5934435612,192163.1565800464
2024-11-07,175391.29586116763,191040.49419314534
2024-11-08,173829.1820393435,190777.4290602526
2024-11-11,173713.8492710221,190853.50126936188
2024-11-12,176548.1705005216,191783.8676521722
2024-11-13,175680.38662135287,194184.76657215934
2024-11-14,176357.12307844948,194604.39467451232
2024-11-15,177210.2102759127,194684.0086254748
2024-11-18,177415.66209847917,196393.16690546254
2024-11-19,177592.71783806276,195190.51849810788
2024-11-20,176993.08715992188,194081.43635799372
2024-11-21,178971.40924767515,196403.64371832454
2024-11-22,178544.04621602732,194380.5320712428
2024-11-25,180427.08872847757,195371.75903378034
2024-11-26,179700.53468822796,195821.04574036266
2024-11-27,180337.9202888403,196815.73948507686
2024-11-28,180679.95531510643,197946.6015093128
2024-11-29,181845.88312604185,199574.81210147176
2024-12-02,181862.8703975057,200773.1967919756
2024-12-03,180736.73183892271,199575.8659004107
2024-12-04,181508.61866065732,200649.85435501137
2024-12-05,180747.26649287128,200866.64110199205
2024-12-06,181599.5554589143,202273.52844020652
2024-12-09,180829.02901175746,200706.7739639653
2024-12-10,182495.8725638867,199913.19950972634
2024-12-11,181450.69520553798,199445.6168587616
2024-12-12,182959.19340497887,201600.3758964021
2024-12-13,183092.21637132365,201857.77651563112
2024-12-16,183643.0811937834,203496.4638838701
2024-12-17,183636.00317967415,202173.1516669886
2024-12-18,183077.62817026037,201970.87802446913
2024-12-19,183924.45598432916,204105.8798027369
2024-12-20,182030.03013414587,203539.79629117862
2024-12-23,182883.72968591022,204241.89004203584
2024-12-24,183939.42093080666,205758.6146614366
2024-12-25,185530.72342577088,207378.0727467293
2024-12-26,187911.25148413685,208562.97024237193
2024-12-27,186925.54894399646,208464.56400028762
2024-12-30,187072.9611299081,209960.45325424423
2024-12-31,185589.27416613928,208262.47640585827
